main-captions	MSRvid	2012test	1	1	The practice is often to ask for a quorum and then leave the hemicycle.	The practice is often to ask for a quorum and then leave the hemicycle.
main-captions	MSRvid	2012test	203	1	It is wrong to consider multilingualism as expensive and inefficient.	It is wrong to consider multilingualism as expensive and inefficient.
main-captions	MSRvid	2012test	204	1	It is a new element of the ferment of the European intellectual climate which, if necessary, will constitute a giant step for European productivity and mentalities.	It is a new element of the ferment of the European intellectual climate which, if it takes, will constitute a giant step for European productivity and mentalities.
main-captions	MSRvid	2012test	205	1	Under the third pillar, the EU is responsible for law enforcement and the fight against crime.	Under the so-called third pillar, the EU is responsible for law enforcement and the fight against crime.
main-captions	MSRvid	2012test	207	0	However, the old Lomé Convention made democracy, human rights and the rule of law a prerequisite for development aid.	However, the old LomÃ© Convention made democracy, human rights and the rule of law a requirement for development aid.
main-captions	MSRvid	2012test	208	1	It is on this point that we deliberated today to complete our opinion.	It is on this point that we deliberated today to complete our opinion.
main-captions	MSRvid	2012test	210	0	There are indeed a number of alternatives to the ban on night flights used by different airports, all of which are compatible with EU market access legislation.	There are, effectively, a number of alternatives to banning night flights used by various airports, all compatible with Community legislation on market access.
main-captions	MSRvid	2012test	212	0	Their activities are being developed to enable them to take on a more specific and practical form, and in particular to agree on the final model that we believe could start working next year.	Their activities are currently being developed so that they can assume a more specific and practical form and in particular so that the definitive model which we believe could start to operate next year can be agreed.
main-captions	MSRvid	2012test	214	1	Democracy is unfortunately not contagious.	Democracy is unfortunately not contagious.
main-captions	MSRvid	2012test	215	0	The EU must speak with one voice and send coherent signals to countries that violate human rights.	The EU must speak with one voice and give consistent signals to the countries that violate human rights.
main-captions	MSRvid	2012test	216	0	These problems are problematic, at least in my home country, Finland, and in other small Member States.	These issues cause problems, at least in my home country of Finland, and in other small Member States.
